ID,Prediction
1,0.449717402883
2,0.381505687228
3,0.0392213527012
4,0.27509620936
5,0.188295821927
6,0.453093249728
7,-0.0180785129194
8,0.533779542832
9,0.55434742218
10,0.452096742074
11,0.411200657475
12,0.64144483691
13,-0.0254118357527
14,0.531055063889
15,0.0286500071735
16,0.0827774410912
17,0.194601505568
18,0.520018096584
19,-0.0807105494839
20,0.282198717452
21,0.535818497895
22,0.195507041366
23,-0.00368520132005
24,0.53213520016
25,0.373885576697
26,0.580773780866
27,0.339759550122
28,0.330657906896
29,0.571077243732
30,0.592204160919
31,0.519086622227
32,-0.0265474607852
33,0.463433984666
34,0.271818986768
35,0.376572579552
36,0.0469386114974
37,0.546113728898
38,0.217789597034
39,-0.0295078546222
40,0.593177082537
41,0.411829004065
42,0.437295037734
43,0.12281589636
44,-0.0137117347194
45,0.507533874788
46,0.543751144674
47,0.48718844069
48,0.414629673301
49,0.572379071056
50,0.416707278421
51,0.250640963659
52,0.592877316053
53,0.0247471741162
54,0.52409864459
55,0.174544879827
56,0.0708573024908
57,0.377781370908
58,0.0146057537106
59,0.446696554801
60,0.188588307282
61,-0.0146255495554
62,0.266526821116
63,0.570558833958
64,0.558070883805
65,0.469997801467
66,0.0253013478419
67,0.569493446135
68,0.555040085525
69,-0.0516057671189
70,0.453650189698
71,0.386599557101
72,0.473908791262
73,0.461286393378
74,0.245391087782
75,0.0166192848524
76,0.549625774242
77,0.159888380795
78,0.439896590835
79,0.0640874016083
80,0.614643295098
81,0.0242366202252
82,0.0717597723337
83,0.506474980669
84,0.165204287154
85,0.513285913743
86,0.142038536216
87,0.0350732051807
88,0.416344350785
89,0.50978489024
90,0.236102754305
91,0.410178425055
92,0.194390406993
93,0.00613788024815
94,0.420816278226
95,0.575062311405
96,0.271202713444
97,0.541916068466
98,0.619083991063
99,0.0549468536775
100,0.547008686415
101,0.431264571035
102,-0.0257443019467
103,0.358338428579
104,-0.0404072545985
105,0.610419939035
106,0.0136110166001
107,-0.059450537416
108,0.583534875825
109,0.354692718429
110,0.307584599032
111,0.578927320683
112,0.427229689672
113,0.364395836606
114,0.22701328669
115,0.475130157111
116,0.525678422674
117,0.0135877471582
118,0.177498853398
119,0.573287542914
120,0.563818769424
121,0.148187066435
122,0.727110809862
123,0.44800850922
124,0.170968642476
125,0.452942194809
126,0.574641909623
127,0.51561859398
128,0.0554852350419
129,0.037579695556
130,0.639981579949
131,0.580334306086
132,-0.0165323218682
133,-0.0249458692147
134,0.301086571801
135,0.466246310096
136,0.513865805402
137,0.333005482747
138,0.564915813712
139,0.526672010917
140,0.437662142811
141,0.0349248751826
142,0.629703748931
143,0.223574147794
144,0.44771798169
145,0.461616894943
146,0.449055819173
147,0.0924674672987
148,0.239037546729
149,0.272172360552
150,0.491601391296
151,0.581759296623
152,0.271244541194
153,-0.0240916662576
154,0.172247333779
155,0.375311814198
156,0.428073182193
157,0.55514002182
158,0.532961098963
159,0.664247947415
160,0.577525568813
161,0.497898650866
162,0.577445252772
163,0.443146558883
164,0.59620947485
165,0.415762963164
166,0.491083290494
167,-0.0390613781882
168,0.50495945028
169,0.0684267363673
170,0.582432482298
171,0.445474999017
172,0.105733053803
173,0.507008558662
174,0.523596931577
175,0.452993627944
176,0.247113142496
177,-0.016535615747
178,0.0316789248445
179,0.330733783368
180,0.345120170378
181,0.608598455089
182,0.0363563123482
183,0.323476155598
184,0.602737393948
185,0.538906083521
186,0.513796414043
187,0.454077327898
188,0.715117702332
189,0.534987417275
190,0.0499103116533
191,0.0512647530903
192,0.511818422221
193,0.517725350855
194,0.460682599017
195,0.468627381534
196,0.631276721183
197,0.372684736129
198,0.153285752856
199,0.601072489013
200,0.340134974517
201,0.130439606949
202,0.493488910836
203,0.115606309559
204,0.582170850675
205,0.357118397098
206,0.52866053676
207,0.583745345277
208,0.428835612144
209,0.0133946550321
210,-0.00399798179012
211,0.50310481829
212,0.334911236594
213,0.38334844667
214,0.100503482454
215,0.665516219957
216,0.467806002902
217,0.474516912243
218,0.10452522622
219,0.283765563422
220,0.317389018974
221,0.576799942873
222,0.324666494585
223,0.148598534504
224,0.477888523697
225,-0.026359452271
226,0.436284497297
227,-0.0104959580242
228,0.0470118500529
229,0.62959437218
230,0.377386551588
231,0.37624437523
232,0.211186078851
233,0.266783349671
234,0.537050884898
235,0.494010984314
236,0.130591824384
237,0.481891813647
238,0.00642443114906
239,0.473746689987
240,0.502466840124
241,0.212744192834
242,0.411126871068
243,0.314369312696
244,0.480409129344
245,0.525446090963
246,0.574060046753
247,0.450111376468
248,0.541083723977
249,0.171560018955
250,0.512188685387
251,-0.0188661269926
252,0.386260506446
253,-0.00833389631237
254,0.471915003201
255,0.436796638931
256,0.564872246199
257,0.112199673521
258,0.392798647501
259,0.597096459765
260,0.0444216057525
261,0.463474633068
262,0.52706140266
263,0.447857683352
264,0.322910809987
265,0.478827444817
266,0.282269638491
267,0.623998561679
268,-0.0718996443984
269,-0.0364187670804
270,0.562855596639
271,0.58265838055
272,0.188451357009
273,0.252573794024
274,0.421435953699
275,0.334071363439
276,-0.025950111167
277,0.666543139127
278,0.635793615431
279,-0.0096006470517
280,0.014818292257
281,0.429573553396
282,0.578923857336
283,0.565723394558
284,0.280885506775
285,0.58114190038
286,0.557366070197
287,0.625521826354
288,0.466862192893
289,0.185450065569
290,0.580023314437
291,0.0909057872285
292,0.354750393006
293,0.181251370424
294,0.554484783575
295,0.407255916878
296,0.549486602697
297,0.0720680883429
298,0.601615549382
299,0.501873945279
300,0.554582193515
301,0.55550213724
302,0.450633044553
303,0.551549444414
304,0.710971898312
305,-0.00532564199529
306,0.104939420688
307,0.326188326273
308,0.0602349072662
309,0.717655690503
310,0.597503196917
311,0.484896529266
312,0.385050751202
313,0.532822081402
314,0.280432840974
315,0.524068798274
316,0.305389468587
317,0.586092561088
318,0.550526151293
319,0.370724957705
320,0.396246992125
321,0.034266565745
322,0.43528405519
323,0.00310018030845
324,0.650474085301
325,0.504231948843
326,-0.0153920038513
327,0.456222750627
328,0.450796072126
329,0.508762152962
330,0.0792357275384
331,0.636230944381
332,0.529250114279
333,0.588933478031
334,0.555295676556
335,0.0711294888075
336,0.551543092284
337,0.236060244245
338,0.503820992605
339,0.602055067532
340,0.49942084373
341,0.225292829041
342,0.407201663701
343,0.224670750041
344,0.475096999274
345,0.149409500651
346,0.525119250047
347,0.26480220623
348,-0.0417777743871
349,0.499742476129
350,0.153459768248
351,0.390754416194
352,0.536314977347
353,0.597203461798
354,0.0472695633741
355,0.535678949521
356,0.101492113589
357,-0.0108385953355
358,0.608862229242
359,0.502949949802
360,0.348257602564
361,0.521228047462
362,0.0858871989866
363,0.240701700891
364,-0.0154524935569
365,0.341440622848
366,0.472107079514
367,0.55696983633
368,0.550256493705
369,0.00258326967274
370,-0.0416148256776
371,0.629326379708
372,0.505863182966
373,0.395215055797
374,0.561948564047
375,0.559267613126
376,0.0951539357126
377,0.364940048263
378,0.675543988714
379,0.0692017649363
380,-0.0109237388305
381,0.533181152121
382,0.551546084301
383,0.611374009835
384,0.787994884523
385,0.454846499487
386,0.44428467331
387,0.657709146859
388,0.0355255407756
389,0.150635742085
390,0.582783851338
391,0.580329983315
392,0.522640133571
393,0.426673355249
394,0.519746020696
395,0.425524983517
396,0.468807245195
397,0.24177275993
398,0.552429729406
399,0.527171875325
400,0.369837904508
401,-0.0455307050385
402,0.0356830379629
403,0.353500696527
404,0.412544381477
405,-0.0138191133361
406,0.57829163978
407,0.427681784022
408,-0.0034853114991
409,0.0982797666376
410,0.0303724025611
411,0.464573670817
412,0.523688047042
413,0.373304622231
414,0.533162883163
415,0.377450450028
416,-0.00302667187822
417,0.620916383296
418,0.0787903103847
419,0.529864006618
420,0.471409559104
421,0.185193136208
422,0.525325101004
423,0.142454868452
424,0.530236251491
425,0.3261891773
426,0.0242016933355
427,0.35072088268
428,0.371444302417
429,0.198020749863
430,0.433762083221
431,0.672839266346
432,0.404957413674
433,0.207925986315
434,0.514387382835
435,0.531973841009
436,0.572677692449
437,0.00703490196894
438,0.722569028602
439,0.525234658499
440,0.492474029183
441,0.605232928123
442,-0.0530866012548
443,0.345837375563
444,0.495949894308
445,0.5007818566
446,0.541297757941
447,0.375006028751
448,0.435578630357
449,0.283429289917
450,0.546922516035
451,0.454096857421
452,0.0903874881575
453,0.485685538945
454,0.541585461196
455,0.570945001578
456,0.687465730667
457,0.255794165585
458,-0.0189807584462
459,0.12341246589
460,0.568816721519
461,0.0268163061017
462,0.356371207939
463,0.479505879475
464,0.498145780103
465,0.578979438475
466,0.416882512176
467,0.569767136801
468,0.0562131261986
469,0.525224724678
470,0.011964000019
471,0.669542367719
472,0.307214418944
473,0.551579184554
474,0.547735010458
475,0.607887872492
476,0.472604228937
477,0.512727891211
478,0.0287084766906
479,0.349621075526
480,0.565735538721
481,0.421176185614
482,0.724789649322
483,0.400537550965
484,0.347600328801
485,0.475465215295
486,0.146595251991
487,0.476081291667
488,0.457642986453
489,0.0294720432712
490,0.149213147345
491,0.602341713662
492,0.553543688788
493,0.012982738015
494,0.0334302598343
495,0.245310705751
496,0.138878195756
497,0.496517046227
498,0.7692397094
499,0.499506115525
500,0.33954391901
501,0.554097950755
502,0.527272719012
503,0.561640780694
504,0.495101754116
505,-0.0516493685361
506,0.527462176844
507,0.520879507741
508,0.00857514015873
509,0.54663995144
510,0.563106127045
511,0.347690549722
512,0.396941118145
513,0.666645717801
514,0.562222920035
515,0.5022348639
516,-0.0179733028298
517,0.401647415439
518,0.497470487121
519,0.633160747555
520,0.331722106813
521,0.16739020136
522,0.59919701176
523,0.0232146594508
524,0.37322544429
525,0.507268085015
526,0.556685190429
527,0.433092192752
528,0.486312696036
529,0.605950889107
530,0.561094697923
531,0.343090813349
532,0.362466782772
533,0.449390099563
534,-0.00412874578422
535,0.235372074098
536,0.536151468708
537,0.326477559563
538,0.234371968396
539,0.149437006689
540,0.571699782985
541,0.664959788676
542,0.449179515753
543,0.0377864850076
544,0.42123249959
545,0.444749142036
546,0.335125556571
547,0.225626253019
548,0.547596904742
549,0.0125396280884
550,0.528468492616
551,0.572019022431
552,0.629679187333
553,-0.0010168532229
554,0.439532950658
555,0.391262926083
556,0.554466266176
557,0.689612236754
558,0.424272005299
559,0.230060869929
560,0.107018257824
561,0.616517871469
